conversacion_id,lead_id,modelo_interes,presupuesto_cuota,forma_pago,intencion,objecion_principal,pidio_cita,error_extraccion
CONV-00574,LD-00591,,,,,,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-3.5-flash\nPlease retry in 4.067960058s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-3.5-flash', 'location': 'global'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '4s'}]}}"
CONV-00012,LD-01325,,,,,,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-3.5-flash\nPlease retry in 53.572294883s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-3.5-flash', 'location': 'global'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '53s'}]}}"
CONV-00525,LD-00887,,,,,,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-3.5-flash\nPlease retry in 42.98929984s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-3.5-flash', 'location': 'global'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '42s'}]}}"
CONV-00111,LD-00195,,,,,,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-3.5-flash\nPlease retry in 32.290122914s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-3.5-flash', 'location': 'global'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '32s'}]}}"
CONV-00421,LD-01024,,,,,,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-3.5-flash\nPlease retry in 21.740588834s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '21s'}]}}"
CONV-00508,LD-01209,,,,,,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-3.5-flash\nPlease retry in 11.213815262s.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'model': 'gemini-3.5-flash', 'location': 'global'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '11s'}]}}"
CONV-00430,LD-00404,,,,,,,"429 RESOURCE_EXHAUSTED. {'error': {'code': 429, 'message': 'You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. To monitor your current usage, head to: https://ai.dev/rate-limit. \n* Quota exceeded for metric: generativelanguage.googleapis.com/generate_content_free_tier_requests, limit: 20, model: gemini-3.5-flash\nPlease retry in 672.460825ms.', 'status': 'RESOURCE_EXHAUSTED', 'details': [{'@type': 'type.googleapis.com/google.rpc.Help', 'links': [{'description': 'Learn more about Gemini API quotas', 'url': 'https://ai.google.dev/gemini-api/docs/rate-limits'}]}, {'@type': 'type.googleapis.com/google.rpc.QuotaFailure', 'violations': [{'quotaMetric': 'generativelanguage.googleapis.com/generate_content_free_tier_requests', 'quotaId': 'GenerateRequestsPerDayPerProjectPerModel-FreeTier', 'quotaDimensions': {'location': 'global', 'model': 'gemini-3.5-flash'}, 'quotaValue': '20'}]}, {'@type': 'type.googleapis.com/google.rpc.RetryInfo', 'retryDelay': '0s'}]}}"
CONV-00143,LD-01297,Suzuki Best 125,1 millones,credito,alta,necesidad de entrega inmediata,True,
CONV-00235,LD-01202,Honda CB 190R,2000mil,credito,alta,,True,
CONV-00090,LD-00986,Bajaj Dominar 400,,credito,media,cuota fuera de presupuesto,True,
CONV-00603,LD-00348,Bajaj Discover 125,"0,5 millones",credito,alta,busca motos usadas,True,
CONV-00134,LD-00164,Honda Navi,,,baja,se sale del presupuesto,False,
CONV-00321,LD-01132,Honda XR 150L,,,baja,No tiene cuota inicial,False,
CONV-00553,LD-00215,Honda XRE 300,"0,8 millones",credito,alta,cuota mensual elevada,True,
CONV-00271,LD-00648,AKT NKD 125,,,baja,está comparando con otras marcas,False,
CONV-00509,LD-01378,Bajaj Discover 125,,,baja,No tengo con qué dar la inicial ahora,False,
CONV-00494,LD-01424,Honda Navi,"1,2 millones",credito,alta,necesidad de entrega inmediata,True,
CONV-00256,LD-01427,Bajaj Dominar 400,2000mil,credito,alta,,True,
CONV-00004,LD-00655,Bajaj Dominar 400,0 millones,credito,media,No tiene dinero para la cuota inicial,True,
CONV-00425,LD-01099,Bajaj Discover 125,4 palos,credito,alta,,True,
CONV-00648,LD-99188,AKT NKD 125,,credito,alta,interés caro,True,
CONV-00089,LD-01071,Honda CB 125F Twister,,,baja,interés alto,False,
CONV-00640,LD-01062,Suzuki V-Strom 250,,,baja,tiempo de entrega,False,
CONV-00101,LD-00800,Honda Dio 110,"1,0 millones",credito,alta,busca motos usadas,True,
CONV-00095,LD-00880,Suzuki V-Strom 250,,,baja,estoy comparando por ahora,False,
CONV-00196,LD-01146,Bajaj Pulsar NS 125,$1.000.000,credito,alta,,True,
CONV-00311,LD-00044,Honda Dio 110,6800mil,contado,alta,,True,
CONV-00117,LD-00729,Hero Dash 110,,,baja,,False,
CONV-00267,LD-00498,Hero Eco Deluxe 100,,,media,,False,
CONV-00259,LD-01399,Suzuki Best 125,"0,8 millones",credito,alta,Precio más alto que otra oferta,True,
CONV-00051,LD-01078,Suzuki GN 125,"4,0 millones",credito,alta,,True,
CONV-00557,LD-01487,Honda Navi,,,baja,el interés está caro,False,
CONV-00065,LD-00673,Bajaj Discover 125,,credito,media,cuota por encima del presupuesto,True,
CONV-00601,LD-00061,Bajaj Pulsar RS 200,,,baja,solo era por curiosidad,False,
CONV-00315,LD-00390,AKT TTR 200,4000mil,credito,alta,,True,
CONV-00602,LD-00608,Honda XR 150L,0 millones,credito,alta,tiempo de entrega,True,
CONV-00073,LD-00921,Suzuki Best 125,2 millonzitos,credito,alta,busca un precio más económico,True,
CONV-00504,LD-00166,Bajaj Pulsar NS 125,,credito,alta,interés está caro,True,
CONV-00219,LD-01246,Honda Dio 110,6800mil,contado,alta,,True,
CONV-00498,LD-01028,Bajaj Pulsar RS 200,,,baja,solo estaba mirando precios,False,
CONV-00543,LD-00304,AKT TTR 200,,,baja,reporte viejo en centrales,False,
CONV-00500,LD-01302,AKT Evo RS 150,,,baja,Muy costosa,False,
CONV-00358,LD-01278,Hero Eco Deluxe 100,4 millonzitos,contado,alta,,True,
CONV-00252,LD-00139,Honda XR 150L,$1.000.000,credito,alta,,True,
CONV-00463,LD-00637,Honda XR 150L,,,baja,está comparando con otra opción más económica,False,
CONV-00555,LD-01344,Honda CB 125F Twister,,,media,,False,
CONV-00225,LD-00185,Hero Xpulse 200,,,media,,False,
CONV-00077,LD-01347,Honda XR 150L,,credito,media,Muy costosa la verdad,True,
CONV-00491,LD-00806,Bajaj Pulsar NS 160,11200mil,contado,alta,,True,
CONV-00345,LD-00571,Honda CB 125F Twister,,credito,alta,la inicial está muy alta,True,
CONV-00146,LD-01242,Bajaj Discover 125,,credito,alta,necesito la moto esta semana,True,
CONV-00461,LD-00494,AKT TTR 200,,credito,alta,tiempo de entrega,True,
CONV-00222,LD-01491,Bajaj Pulsar NS 160,1 millonzitos,,alta,precio elevado,True,
CONV-00478,LD-00835,Bajaj Dominar 400,,,baja,estoy mirando también otra marca,False,
CONV-00359,LD-00179,Honda XRE 300,22 millonzitos,contado,alta,,True,
CONV-00375,LD-00978,Hero Eco Deluxe 100,,,baja,Me están ofreciendo otra por menos plata,False,
CONV-00263,LD-00484,Bajaj Boxer CT 100,1 millonzitos,,alta,,True,
CONV-00400,LD-00853,Honda XRE 300,,credito,alta,la cuota está muy cara,True,
CONV-00424,LD-01436,Bajaj Dominar 400,,,baja,lo tiene que hablar con la esposa,False,
CONV-00372,LD-00379,Bajaj Pulsar RS 200,15 millones,contado,alta,,True,
CONV-00170,LD-00889,AKT Dynamic R3 125,,,baja,¿No tienen usadas?,False,
CONV-00576,LD-00026,AKT Dynamic R3 125,2 millones,credito,alta,,True,
CONV-00412,LD-00770,Suzuki Gixxer 150,2 palos,,alta,,True,
CONV-00226,LD-00398,AKT Evo RS 150,2000mil,,alta,,True,
CONV-00258,LD-00894,Hero Dash 110,,,baja,mirando otras marcas,False,
CONV-00106,LD-01212,AKT TTR 200,,credito,alta,tiempo de entrega,True,
CONV-00568,LD-00211,Hero Hunk 160R,,credito,alta,inicial muy alta,True,
CONV-00393,LD-00649,Bajaj Pulsar NS 160,1 palos,credito,alta,cuota mensual muy alta,True,
CONV-00228,LD-01348,Bajaj Boxer CT 100,,,media,,False,
CONV-00087,LD-00020,Honda Dio 110,,,media,,False,
CONV-00396,LD-00607,Honda XR 150L,1 millonzitos,credito,alta,interés alto,True,
CONV-00589,LD-00140,Bajaj Pulsar RS 200,,,baja,buscando una usada más barata,False,
CONV-00650,LD-95231,Suzuki Best 125,"0,5 millones",credito,alta,¿No tienen usadas?,True,
CONV-00362,LD-00593,Hero Eco Deluxe 100,4 palos,contado,alta,,True,
CONV-00586,LD-00345,Honda XR 150L,1 millonzitos,credito,media,reportado en Datacrédito,True,
CONV-00056,LD-00010,Bajaj Dominar 400,$1.000.000,credito,media,No tengo inicial,True,
CONV-00432,LD-01438,Bajaj Dominar 400,,,media,,False,
CONV-00592,LD-00046,Honda CB 125F Twister,1 millonzitos,credito,alta,precio elevado del modelo inicial,True,
CONV-00234,LD-01026,Honda Navi,,,media,,False,
CONV-00011,LD-01389,Suzuki Best 125,,credito,alta,reporte en centrales de riesgo,True,
CONV-00641,LD-98570,Bajaj Boxer CT 100,,,baja,está comparando opciones,False,
CONV-00126,LD-00940,Bajaj Discover 125,"2,0 millones",credito,alta,,True,
CONV-00305,LD-01223,AKT Dynamic R3 125,,,media,,False,
CONV-00195,LD-00867,AKT Dynamic R3 125,,credito,media,reporte en centrales,True,
CONV-00325,LD-01285,AKT NKD 125,,,baja,Muy costosa,False,
CONV-00025,LD-00958,Suzuki GN 125,,,baja,reporte en centrales,False,
CONV-00114,LD-01178,AKT TTR 200,9 millonzitos,contado,alta,,True,
CONV-00240,LD-00357,Suzuki GN 125,1 palos,,alta,precio elevado del modelo inicial,True,
CONV-00448,LD-00945,Hero Eco Deluxe 100,1 millones,credito,alta,reporte en centrales,True,
CONV-00215,LD-00898,Honda CB 190R,13 millones,contado,alta,,True,
CONV-00133,LD-00561,Honda CB 125F Twister,,credito,media,consultar en la casa,True,
CONV-00364,LD-00104,Honda XRE 300,,,baja,interés caro,False,
CONV-00324,LD-00903,AKT Dynamic R3 125,1000mil,,alta,,True,
CONV-00584,LD-00291,Hero Dash 110,,credito,media,consultar en la casa,True,
CONV-00333,LD-00663,Bajaj Pulsar RS 200,,,baja,estaba consultando por curiosidad,False,
CONV-00574,LD-00591,Hero Hunk 160R,,,media,,False,
CONV-00012,LD-01325,Hero Hunk 160R,0 millones,credito,media,¿No tienen usadas?,True,
CONV-00525,LD-00887,Suzuki V-Strom 250,,credito,alta,tiempo de entrega,True,
CONV-00111,LD-00195,Bajaj Dominar 400,,,baja,el interés está caro,False,
CONV-00421,LD-01024,Bajaj Pulsar RS 200,1200mil,credito,alta,,True,
CONV-00508,LD-01209,Honda CB 125F Twister,,credito,alta,reportado en Datacrédito,True,
CONV-00430,LD-00404,Hero Hunk 160R,,credito,alta,tasa muy alta,True,
CONV-00193,LD-01139,Honda CB 190R,1 millonzitos,credito,alta,busca algo más económico,True,
CONV-00032,LD-00282,AKT TTR 200,,,media,,False,
CONV-00583,LD-00521,AKT Dynamic R3 125,,,media,,False,
CONV-00631,LD-01445,Honda XR 150L,,,media,,False,
CONV-00232,LD-00540,Honda Navi,1 millones,credito,alta,tiempo de entrega,True,
CONV-00357,LD-00532,AKT Dynamic R3 125,,,baja,consultarlo con su esposa,False,
CONV-00329,LD-01488,Suzuki GN 125,,,baja,No tengo inicial,False,
CONV-00205,LD-00162,AKT TTR 200,"0,5 millones",credito,alta,,True,
CONV-00454,LD-01042,Hero Xpulse 200,0,credito,alta,precio mas bajo en otro lugar,True,
CONV-00545,LD-01045,Honda XR 150L,"1,2 millones",credito,alta,busca motos usadas,True,
CONV-00627,LD-00234,Honda Dio 110,6 millones,contado,alta,,True,
CONV-00192,LD-00167,Bajaj Pulsar NS 125,,credito,media,reporte en centrales,True,
CONV-00296,LD-00434,Hero Eco Deluxe 100,,credito,alta,necesita la moto esta semana,True,
CONV-00522,LD-01044,Hero Hunk 160R,$500.000,credito,media,consultar con la familia,True,
